type,network,block_no,height,blockHash,index,time,txid,fee,confirmations,from,to,nonce,gasPrice,gasLimit,value,gasUsed,toIsContract,tokenTransfer/0/index,tokenTransfer/0/token,tokenTransfer/0/tokenAddr,tokenTransfer/0/tokenSymbol,tokenTransfer/0/tokenDecimals,tokenTransfer/0/tokenInfo/h,tokenTransfer/0/tokenInfo/f,tokenTransfer/0/tokenInfo/s,tokenTransfer/0/tokenInfo/d,tokenTransfer/0/from,tokenTransfer/0/to,tokenTransfer/0/value,callTransfer/0/index,callTransfer/0/fromIsContract,callTransfer/0/toIsContract,callTransfer/0/from,callTransfer/0/to,callTransfer/0/value,callTransfer/0/gasUsed,callTransfer/0/gasLimit,callTransfer/1/index,callTransfer/1/fromIsContract,callTransfer/1/from,callTransfer/1/to,callTransfer/1/value,callTransfer/1/gasUsed,callTransfer/1/gasLimit,tokenTransfer/1/index,tokenTransfer/1/token,tokenTransfer/1/tokenAddr,tokenTransfer/1/tokenSymbol,tokenTransfer/1/tokenDecimals,tokenTransfer/1/tokenInfo/h,tokenTransfer/1/tokenInfo/f,tokenTransfer/1/tokenInfo/s,tokenTransfer/1/tokenInfo/d,tokenTransfer/1/from,tokenTransfer/1/to,tokenTransfer/1/value,tokenTransfer/0/tokenInfo/c,tokenTransfer/0/valueIsNft,tokenTransfer/2/index,tokenTransfer/2/token,tokenTransfer/2/tokenAddr,tokenTransfer/2/tokenSymbol,tokenTransfer/2/tokenDecimals,tokenTransfer/2/tokenInfo/h,tokenTransfer/2/tokenInfo/f,tokenTransfer/2/tokenInfo/s,tokenTransfer/2/tokenInfo/d,tokenTransfer/2/from,tokenTransfer/2/to,tokenTransfer/2/value,create,callTransfer/0/create
tx,ETH,12990975,12990975,0xd75daddcea7ca1e64c929901bdccf38cbf72301636a1029b68c902e0fbaf4957,4,1628512671,0x738db9902f1db87125e6a5f0293ea562af83022c081db013ebfbdd31771c1ad6,0.001333575,255,0x1b393849b273835b72e1b65171692e4cc198763f,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,26,45000000000,68870,0,29635,1,4,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,SLP,0,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,Smooth Love Potion,SLP,0,0x1b393849b273835b72e1b65171692e4cc198763f,0x28c6c06298d514db089934071355e5743bf21d60,15515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990975,12990975,0xd75daddcea7ca1e64c929901bdccf38cbf72301636a1029b68c902e0fbaf4957,40,1628512671,0x745b2be430ff4d7542edb6c23190fc568e76ebb24735a8555a7674955dde115f,0.000735,255,0x96f5b0350bec15b680acbd521804ac642697e0c4,0x487a5a1ee8a26cbe1c10e789c382dca1bb654aec,1,35000000000,21000,0.028671068,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990975,12990975,0xd75daddcea7ca1e64c929901bdccf38cbf72301636a1029b68c902e0fbaf4957,41,1628512671,0x710fcc390693efd4de9d011257577ef755519942b766572935b0ff5299980c8c,0.00170338,255,0x89c3e38bab7663704bacb0a3ad87de4c04aef5d1,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,822,35000000000,55968,0,48668,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990975,12990975,0xd75daddcea7ca1e64c929901bdccf38cbf72301636a1029b68c902e0fbaf4957,42,1628512671,0xeab1cbe86bc0fb2ecb3710d24cc16bf8abf92d9fc9de2868cf3078929a41e855,0.002211895,255,0x90fbe238f3b52dd6f6883492488a68b06a0c3ec8,0xdac17f958d2ee523a2206206994597c13d831ec7,17,35000000000,94795,0,63197,1,42,0xdac17f958d2ee523a2206206994597c13d831ec7,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,6,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USD,USDT,6,0x90fbe238f3b52dd6f6883492488a68b06a0c3ec8,0x32e9d3cf07215ea45818fb4132f3198344c86f3e,800000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990975,12990975,0xd75daddcea7ca1e64c929901bdccf38cbf72301636a1029b68c902e0fbaf4957,43,1628512671,0xd5df8680e93acf1a3411066ead1bfe764d2bad89a62ba8fcd720f44225cdf826,0.00115143,255,0xde776be1d538f7bd2bf53fcd6490c4d4aa13afa0,0x8d06fa2c9d1ec73ee5461ec18defb0adce9d6840,3,35000000000,32898,0.016361927,32898,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990975,12990975,0xd75daddcea7ca1e64c929901bdccf38cbf72301636a1029b68c902e0fbaf4957,44,1628512671,0x75fe0e848cce1a03fdc93241a89940419088e54a7fbeab0ac6192d340d4fdb75,0.00573139,255,0xc75d09b16772ff84a9e7278b51c08f3f4417d7df,0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,9,35000000000,215887,0.2,163754,1,,,,,,,,,,,,,44,1,1,0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.2,6874,163750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990975,12990975,0xd75daddcea7ca1e64c929901bdccf38cbf72301636a1029b68c902e0fbaf4957,45,1628512671,0xc907295837ff8b8db3adfcf50aba954a722c2e9f7355984b82b47c0d89f971c7,0.0015953714,255,0x95e203ba2a7b8aa6acc3e40f5349864c137faf7d,0xdac17f958d2ee523a2206206994597c13d831ec7,15338,34600000000,65000,0,46109,1,45,0xdac17f958d2ee523a2206206994597c13d831ec7,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,6,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USD,USDT,6,0x95e203ba2a7b8aa6acc3e40f5349864c137faf7d,0x0ae4b46c2270b170a82372c545c5bddb872a7699,658866644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990975,12990975,0xd75daddcea7ca1e64c929901bdccf38cbf72301636a1029b68c902e0fbaf4957,46,1628512671,0xd962d058a8031b0f3277b5c6987500db45fe9d10e921c3cdfc76c42cd684c944,0.0022702098,255,0xb08ed7ef45b8808a21b17352302960a19df6253a,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0,34600000000,99226,0,65613,1,46,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,6,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USD Coin,USDC,6,0xb08ed7ef45b8808a21b17352302960a19df6253a,0x7ae10a5a123582c2ebd6862821382a8d24ad7bdf,2500000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990975,12990975,0xd75daddcea7ca1e64c929901bdccf38cbf72301636a1029b68c902e0fbaf4957,47,1628512671,0x433d6226152cde06a0ce55d8f533d2801f4b98e1a1f668e0aa08630333554ff7,0.010291878460188,255,0xa22834fef31c6b9730f0c1b6c2d13acf9186b158,0x93c31fc68e613f9a89114f10b38f9fd2ea5de6bc,56,34474959000,301678,0,298532,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990975,12990975,0xd75daddcea7ca1e64c929901bdccf38cbf72301636a1029b68c902e0fbaf4957,48,1628512671,0x30a993c90decfb20309bd0c91a7ec18730b6fa80577e52a99d6a91dd823752e8,0.005645412436086,255,0x682737713b48fe973e769f788e9e058f29abbc26,0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,7,34474959000,215887,0.273,163754,1,,,,,,,,,,,,,48,1,1,0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.273,6874,163750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990975,12990975,0xd75daddcea7ca1e64c929901bdccf38cbf72301636a1029b68c902e0fbaf4957,49,1628512671,0x5040bd443083e886e7b75b4517e2367f9e674f677652dc289147a51c8c9cae05,0.0018609052,255,0xa9dba4aeabf7af1c0c9f68de7381b93fc07c5a32,0x15874d65e649880c2614e7a480cb7c9a55787ff6,94,34100000000,65918,0,54572,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990975,12990975,0xd75daddcea7ca1e64c929901bdccf38cbf72301636a1029b68c902e0fbaf4957,5,1628512671,0xc48e31a700f571c6b53b74054b10d5d01fc26c912547d5a3fef27197ee5a4d1e,0.000894632214189,255,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0xe1dd6893d021e97f6b0262232e69aa2080971f93,1812834,42601534009,21000,0.09639669,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990975,12990975,0xd75daddcea7ca1e64c929901bdccf38cbf72301636a1029b68c902e0fbaf4957,6,1628512671,0xc9ae9e790f57af0be9c0ba6faf7a8e6d53e702c64583b2811c05ec72fe3a0721,0.002219582523402909,255,0x3cd751e6b0078be393132286c442345e5dc49699,0x514910771af9ca656af840dff83e8264ecf986ca,2054667,42601534009,250000,0,52101,1,6,0x514910771af9ca656af840dff83e8264ecf986ca,0x514910771af9ca656af840dff83e8264ecf986ca,LINK,18,0x514910771af9ca656af840dff83e8264ecf986ca,ChainLink Token,LINK,18,0x3cd751e6b0078be393132286c442345e5dc49699,0x7640f92a6e440b349868912a6814cd23d5b7e7fa,32734092430000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990975,12990975,0xd75daddcea7ca1e64c929901bdccf38cbf72301636a1029b68c902e0fbaf4957,7,1628512671,0x8e38647b3e43ace2fb3968ae05e0a7d6878533333a84e24cf25d6a238549b193,0.000886997970537,255,0x8fbd8cb7a2f652e22dec5bcd3fdc4e8af4049bb4,0x4ac92d60cb6415232e62db519657c33abdcd102f,0,42237998597,21000,25.132718172029462488,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990975,12990975,0xd75daddcea7ca1e64c929901bdccf38cbf72301636a1029b68c902e0fbaf4957,8,1628512671,0xbedbd808d3d05b97cc2da2e5a2b39be289389537e7104b9d2d40dec0922bbb5f,0.002083536,255,0xcd0a3fbacbbc7f6063f93c7aa9fc914bf97d17b8,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,0,42000000000,65189,0,49608,1,8,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,BNT,18,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,Bancor Network Token,BNT,18,0xcd0a3fbacbbc7f6063f93c7aa9fc914bf97d17b8,0xeb22f922f639ee4f24f9dd50c6791acb096ca8b0,60837667800000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990975,12990975,0xd75daddcea7ca1e64c929901bdccf38cbf72301636a1029b68c902e0fbaf4957,9,1628512671,0xfaed4730e2a15b7b37f8ec1cb6ee854edcb97a355c223b2493e9059ea1e7fc95,0.000861,255,0xeb2629a2734e272bcc07bda959863f316f4bd4cf,0x8c4296fdfda34b99083d6c31220ae885fbbc063a,1461975,41000000000,21000,0.14445254,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990975,12990975,0xd75daddcea7ca1e64c929901bdccf38cbf72301636a1029b68c902e0fbaf4957,50,1628512671,0xcf21eb77c86bcc69e6daada03b7f598108338bde3b18a4d53d0ff367079fa54b,0.0033097119,263,0xd23bb076e95f038fc4c1dee8d94e1438cca7e5b2,0x03f7724180aa6b939894b5ca4314783b0b36b329,11,1,34100000000,117931,0,97059,50,0x6b175474e89094c44da98b954eedeac495271d0f,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,18,0x6b175474e89094c44da98b954eedeac495271d0f,Dai Stablecoin,DAI,18,0xd23bb076e95f038fc4c1dee8d94e1438cca7e5b2,0xd00f09c2acdb2aaca842060029fb9ddc05739b28,34235171980000000000,50,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,SHIB,18,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,SHIBA INU,SHIB,18,0xd00f09c2acdb2aaca842060029fb9ddc05739b28,0xd23bb076e95f038fc4c1dee8d94e1438cca7e5b2,4513959490303859988760348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990975,12990975,0xd75daddcea7ca1e64c929901bdccf38cbf72301636a1029b68c902e0fbaf4957,51,1628512671,0xa70988c6ee05d1ef17849c60a82e67320add5ad945f3247c4a734170f6e92948,0.0007161,263,0xce8e6e18c6d07beb19133a79118d401b9dc437c9,0x6da49db4249f48414fa67256a15121aa64967093,0,,34100000000,21000,0.0096,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990975,12990975,0xd75daddcea7ca1e64c929901bdccf38cbf72301636a1029b68c902e0fbaf4957,52,1628512671,0x0337ea34e1be579dec00f9ac629a4c107f22990f910146424a886ae42e2f11ec,0.0010750366,263,0xcb6449f272af0e019508d9f0b16abdfe8a76f234,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,47,1,34100000000,180200,0.070020762081577735,31526,,,,,,,,,,,,,,,,,,,,,,,,,Reverted,Err status 0x0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990975,12990975,0xd75daddcea7ca1e64c929901bdccf38cbf72301636a1029b68c902e0fbaf4957,53,1628512671,0xcb22d94c8e277d609403bb6b89ef951044df738cdc6dd40b501dab2c33eaeb14,0.0007161,263,0x4d455a86ffb09d7ab0b2492b6b40356181a0bda4,0x88898020fe2fbf63ed8d6c49af71aa5cfcae6f4a,75,,34100000000,90000,0.192574199042497971,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990975,12990975,0xd75daddcea7ca1e64c929901bdccf38cbf72301636a1029b68c902e0fbaf4957,54,1628512671,0x5d16b7e7c76273a0e4edbb4b32536894cc6aedf99e740f15061f487d455bd9bd,0.0012066967,263,0xcbc1cb582d0b5eaa3aa88c5f6f5ec9702ce5d2fe,0xa80f2c8f61c56546001f5fc2eb8d6e4e72c45d4c,30,1,34100000000,53080,0,35387,54,0xa80f2c8f61c56546001f5fc2eb8d6e4e72c45d4c,0xa80f2c8f61c56546001f5fc2eb8d6e4e72c45d4c,UNQT,18,0xa80f2c8f61c56546001f5fc2eb8d6e4e72c45d4c,Unique Utility Token,UNQT,18,0xcbc1cb582d0b5eaa3aa88c5f6f5ec9702ce5d2fe,0x23d960c51c96ddafb867913cd11e93aeea90b2e7,1057000000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990975,12990975,0xd75daddcea7ca1e64c929901bdccf38cbf72301636a1029b68c902e0fbaf4957,55,1628512671,0x4dd6df36b6faa1e382983c13c0b15aae4dcecb3c967c8c8068c63ce8ba02431b,0.014531226623560551,263,0xf0353abcb8757ef1a8a05226d467d66c441e1fb4,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,336,1,34000001459,577292,0,427389,55,0xa44f5ae99b5400360a37ddfa69aeeb5f91dc8679,0xa44f5ae99b5400360a37ddfa69aeeb5f91dc8679,bSATOSHI,18,0xa44f5ae99b5400360a37ddfa69aeeb5f91dc8679,Baby Satoshi,bSATOSHI,18,0xf0353abcb8757ef1a8a05226d467d66c441e1fb4,0xa44f5ae99b5400360a37ddfa69aeeb5f91dc8679,21483935200000000000000,55,0xa44f5ae99b5400360a37ddfa69aeeb5f91dc8679,0xa44f5ae99b5400360a37ddfa69aeeb5f91dc8679,bSATOSHI,18,0xa44f5ae99b5400360a37ddfa69aeeb5f91dc8679,Baby Satoshi,bSATOSHI,18,0xf0353abcb8757ef1a8a05226d467d66c441e1fb4,0x5101fe0f44a099da68ef26157573c4b58661fb7f,131972744800000000000000,,,55,1,1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0.074472975280136612,83,2300,55,1,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xf0353abcb8757ef1a8a05226d467d66c441e1fb4,0.074472975280136612,0,97012,55,0xf8e3c51906210126ff834160fe9c3f41fcd575aa,0xf8e3c51906210126ff834160fe9c3f41fcd575aa,bSATOSHI_Dividend_Tracker,18,0xf8e3c51906210126ff834160fe9c3f41fcd575aa,bSATOSHI_Dividend_Tracker,bSATOSHI_Dividend_Tracker,18,0xf0353abcb8757ef1a8a05226d467d66c441e1fb4,0x0000000000000000000000000000000000000000,153456680000000000000000,55,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC,8,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,Wrapped BTC,WBTC,8,0xf8e3c51906210126ff834160fe9c3f41fcd575aa,0xf0353abcb8757ef1a8a05226d467d66c441e1fb4,6804,55,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC,8,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,Wrapped BTC,WBTC,8,0xf8e3c51906210126ff834160fe9c3f41fcd575aa,0x64cb5e313d2712bb103de3bfa60b781db36227a8,3178,55,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC,8,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,Wrapped BTC,WBTC,8,0xf8e3c51906210126ff834160fe9c3f41fcd575aa,0xed3fa506d4881c2d0848b44209192d53745def79,4348,55,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC,8,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,Wrapped BTC,WBTC,8,0xf8e3c51906210126ff834160fe9c3f41fcd575aa,0xf275031d4a9c441dbee5e4572416ba92771e4a16,2119,55,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC,8,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,Wrapped BTC,WBTC,8,0xf8e3c51906210126ff834160fe9c3f41fcd575aa,0x9c1faea2b5ec2e0f85ee21ae8571a3557a070720,5419,55,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,18,0x5101fe0f44a099da68ef26157573c4b58661fb7f,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,74472975280136612,,
tx,ETH,12990975,12990975,0xd75daddcea7ca1e64c929901bdccf38cbf72301636a1029b68c902e0fbaf4957,56,1628512671,0xd1e09b974d823aa852e985c4306d07e0fe4956fd90d92bc899eb111051c64d87,0.002191232094029632,263,0xe2d9649677908b8b9de4958dce800442f0d5e64e,0x043c308bb8a5ae96d0093444be7f56459f1340b1,34,1,34000001459,70892,0,64448,56,0x043c308bb8a5ae96d0093444be7f56459f1340b1,0x043c308bb8a5ae96d0093444be7f56459f1340b1,SUM,18,0x043c308bb8a5ae96d0093444be7f56459f1340b1,SUM,SUM,18,0xe2d9649677908b8b9de4958dce800442f0d5e64e,0x0734ea00afd03f6894381b4608b3ce9540369f5a,1900000000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990975,12990975,0xd75daddcea7ca1e64c929901bdccf38cbf72301636a1029b68c902e0fbaf4957,57,1628512671,0xd639b273a8c44eb9af4d876da007f690af06ff8c8996ed05992b643d1ab9bf84,0.002737816,263,0x3db41d06e0f0bc2ab14c70f561d7a062d6dd218c,0xe0f31e630a19855dbc935e6e5ae87c3cf10768d6,193,1,34000000000,120786,0,80524,57,0xe0f31e630a19855dbc935e6e5ae87c3cf10768d6,0xe0f31e630a19855dbc935e6e5ae87c3cf10768d6,ATMD,18,0xe0f31e630a19855dbc935e6e5ae87c3cf10768d6,Atomind,ATMD,18,0x3db41d06e0f0bc2ab14c70f561d7a062d6dd218c,0x8f9559ba4250334efea44b4b6ac1427bd928b742,5190000000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990975,12990975,0xd75daddcea7ca1e64c929901bdccf38cbf72301636a1029b68c902e0fbaf4957,58,1628512671,0x9af79d2b7ca97640b480d67b83a71e749f85d00cdafe3e7849c7993f93e52168,0.000714,263,0x698fde029098ba1091e4788007aa9808e15eab6f,0xf7e37492ffd6e6acb324b4526b38fe26e9eb37a3,4,,34000000000,21000,0.010736072,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990975,12990975,0xd75daddcea7ca1e64c929901bdccf38cbf72301636a1029b68c902e0fbaf4957,59,1628512671,0x63159eebeac8fb8b2b766671dbf4d0df25aae9c65779bd4868a9edcb187dbd55,0.00884714,263,0xcefcca169357a18eb8c3f230f92b58562e48cae5,0x11111112542d85b3ef69ae05771c2dccff4faa26,14795,1,34000000000,351452,0,260210,59,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,6,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USD Coin,USDC,6,0xcefcca169357a18eb8c3f230f92b58562e48cae5,0xc176761d388caf2f56cf03329d82e1e7c48ae09c,15000000000,59,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,18,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xc176761d388caf2f56cf03329d82e1e7c48ae09c,4811790546613556189,,,,,,,,,,,,,,,,,,59,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,6,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USD Coin,USDC,6,0xc176761d388caf2f56cf03329d82e1e7c48ae09c,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,15000000000,59,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,18,0xc176761d388caf2f56cf03329d82e1e7c48ae09c,0xc5be99a02c6857f9eac67bbce58df5572498f40c,4811790546613556189,59,0xd46ba6d942050d489dbd938a2c909a5d5039a161,0xd46ba6d942050d489dbd938a2c909a5d5039a161,AMPL,9,0xd46ba6d942050d489dbd938a2c909a5d5039a161,Ampleforth,AMPL,9,0xc5be99a02c6857f9eac67bbce58df5572498f40c,0xc176761d388caf2f56cf03329d82e1e7c48ae09c,13442293706809,59,0xd46ba6d942050d489dbd938a2c909a5d5039a161,0xd46ba6d942050d489dbd938a2c909a5d5039a161,AMPL,9,0xd46ba6d942050d489dbd938a2c909a5d5039a161,Ampleforth,AMPL,9,0xc176761d388caf2f56cf03329d82e1e7c48ae09c,0xcefcca169357a18eb8c3f230f92b58562e48cae5,13442293706809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990975,12990975,0xd75daddcea7ca1e64c929901bdccf38cbf72301636a1029b68c902e0fbaf4957,60,1628512671,0x9dd9fc32e257d849463020a52f5bf85acbf52c735cfbe4f9facee474ba9d233f,0.002547484,263,0xf73add96820192c218df0c8ae3dc77371ecc61a8,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,80,1,34000000000,74926,0,74926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990975,12990975,0xd75daddcea7ca1e64c929901bdccf38cbf72301636a1029b68c902e0fbaf4957,61,1628512671,0x23aadc2bdcc2f650eebc7d0e3e8351459779e011fd1464dfcc7ea0dfc42bd270,0.001590894,263,0xb34cb3ec332755c14890f84629cf00a9878d05f7,0x8943c7bac1914c9a7aba750bf2b6b09fd21037e0,28,1,34000000000,46791,0,46791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990975,12990975,0xd75daddcea7ca1e64c929901bdccf38cbf72301636a1029b68c902e0fbaf4957,62,1628512671,0x35343df848ec20660909c8cdc460d34a58be7fb12e5f83c3b8013340a8fabf9b,0.00158865,263,0x39a14626c4b0f6d3401384547d244d434b41477d,0x5e34dacda29837f2f220d3d1aeaaabd1edca5bd1,260,1,34000000000,46725,0,46725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
