type,network,block_no,height,blockHash,index,time,txid,fee,confirmations,from,to,nonce,toIsContract,gasPrice,gasLimit,value,gasUsed,tokenTransfer/0/index,tokenTransfer/0/token,tokenTransfer/0/tokenAddr,tokenTransfer/0/tokenSymbol,tokenTransfer/0/tokenDecimals,tokenTransfer/0/tokenInfo/h,tokenTransfer/0/tokenInfo/f,tokenTransfer/0/tokenInfo/s,tokenTransfer/0/tokenInfo/d,tokenTransfer/0/from,tokenTransfer/0/to,tokenTransfer/0/value,tokenTransfer/1/index,tokenTransfer/1/token,tokenTransfer/1/tokenAddr,tokenTransfer/1/tokenSymbol,tokenTransfer/1/tokenDecimals,tokenTransfer/1/tokenInfo/h,tokenTransfer/1/tokenInfo/f,tokenTransfer/1/tokenInfo/s,tokenTransfer/1/tokenInfo/d,tokenTransfer/1/from,tokenTransfer/1/to,tokenTransfer/1/value,callTransfer/0/index,callTransfer/0/fromIsContract,callTransfer/0/toIsContract,callTransfer/0/from,callTransfer/0/to,callTransfer/0/value,callTransfer/0/gasUsed,callTransfer/0/gasLimit,callTransfer/1/index,callTransfer/1/fromIsContract,callTransfer/1/from,callTransfer/1/to,callTransfer/1/value,callTransfer/1/gasUsed,callTransfer/1/gasLimit,tokenTransfer/2/index,tokenTransfer/2/token,tokenTransfer/2/tokenAddr,tokenTransfer/2/tokenSymbol,tokenTransfer/2/tokenDecimals,tokenTransfer/2/tokenInfo/h,tokenTransfer/2/tokenInfo/f,tokenTransfer/2/tokenInfo/s,tokenTransfer/2/tokenInfo/d,tokenTransfer/2/from,tokenTransfer/2/to,tokenTransfer/2/value,tokenTransfer/3/index,tokenTransfer/3/token,tokenTransfer/3/tokenAddr,tokenTransfer/3/tokenSymbol,tokenTransfer/3/tokenDecimals,tokenTransfer/3/tokenInfo/h,tokenTransfer/3/tokenInfo/f,tokenTransfer/3/tokenInfo/s,tokenTransfer/3/tokenInfo/d,tokenTransfer/3/from,tokenTransfer/3/to,tokenTransfer/3/value,tokenTransfer/4/index,tokenTransfer/4/token,tokenTransfer/4/tokenAddr,tokenTransfer/4/tokenSymbol,tokenTransfer/4/tokenDecimals,tokenTransfer/4/tokenInfo/h,tokenTransfer/4/tokenInfo/f,tokenTransfer/4/tokenInfo/s,tokenTransfer/4/tokenInfo/d,tokenTransfer/4/from,tokenTransfer/4/to,tokenTransfer/4/value,traceErr,receiptErr,tokenTransfer/2/tokenInfo/c,tokenTransfer/2/valueIsNft,callTransfer/1/toIsContract,callTransfer/2/index,callTransfer/2/fromIsContract,callTransfer/2/toIsContract,callTransfer/2/from,callTransfer/2/to,callTransfer/2/value,callTransfer/2/gasUsed,callTransfer/2/gasLimit,callTransfer/3/index,callTransfer/3/fromIsContract,callTransfer/3/from,callTransfer/3/to,callTransfer/3/value,callTransfer/3/gasUsed,callTransfer/3/gasLimit,tokenTransfer/0/tokenInfo/c,tokenTransfer/0/valueIsNft
tx,ETH,12990984,12990984,0x3b5a954a796904c962f330bbb5e00d267e8235cb9660a1d3c41f0186e6298f29,31,1628512799,0x0ba5a846d4f20efcd7d8810a9596bc712ca81c60aa6c6a0128d9a704e97d8a79,0.001931310817180486,523,0xbebf515244c3d101699a8d9589e00522f78611b3,0xdac17f958d2ee523a2206206994597c13d831ec7,11,1,41896670438,90000,0,46097,31,0xdac17f958d2ee523a2206206994597c13d831ec7,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,6,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USD,USDT,6,0xbebf515244c3d101699a8d9589e00522f78611b3,0x95c70a1b9632939ac2f057ffda8fb8d8500202c4,80000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990984,12990984,0x3b5a954a796904c962f330bbb5e00d267e8235cb9660a1d3c41f0186e6298f29,32,1628512799,0x0c99dcfc5fa5dbc202cf11972c4428291fd13349b5e956d5519bb9437b579ecc,0.001087349714990688,523,0xd7cfdb6a21e3e395df68fb3be9f3ea91cc77a0f2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,76,1,41087882217,26464,0,26464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990984,12990984,0x3b5a954a796904c962f330bbb5e00d267e8235cb9660a1d3c41f0186e6298f29,33,1628512799,0x0b234ad1a02d38fd2490b84dc04764fc73b899aa92a894dfe6824d2502a55931,0.003132646,523,0xee5c2c81220317aab869265767efb9710d2bc618,0x1c395af6ee8f262d1befb1dc3b0045fd6cb2d5da,30083,1,41000000000,109362,0,76406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990984,12990984,0x3b5a954a796904c962f330bbb5e00d267e8235cb9660a1d3c41f0186e6298f29,34,1628512799,0x14b532c39e86afed03d8e1b1b833170214d3cb630bf555b8a9dc56322109652c,0.001990017,523,0x5faa88cac6061279bac6e1f159e19fcac4adbcdc,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,968,1,41000000000,98804,0,48537,34,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,6,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USD Coin,USDC,6,0x5faa88cac6061279bac6e1f159e19fcac4adbcdc,0x8eb871bbb6f754a04bca23881a7d25a30aad3f23,26433579052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990984,12990984,0x3b5a954a796904c962f330bbb5e00d267e8235cb9660a1d3c41f0186e6298f29,35,1628512799,0x5709f340b2c349d37a04f1898e8eb7bf6c73b67d9f7a91998f296a6235840039,0.000861,523,0xddfabcdc4d8ffc6d5beaf154f18b778f892a0740,0xb3c11f7f4d805ead3e4895baf404ebaff0ee32e4,1307293,,41000000000,21000,0.03777505,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990984,12990984,0x3b5a954a796904c962f330bbb5e00d267e8235cb9660a1d3c41f0186e6298f29,36,1628512799,0x6630012c6a230627b7bf8a0c1c13b838cef7cf1baf9410fda2032e4c71a50d70,0.008957311,523,0xf6b6246c5f44090b7c69196cd5ed4ac898535bc8,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,1,1,41000000000,228475,0.006,218471,,,,,,,,,,,,,,,,,,,,,,,,,36,1,,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0x5b3256965e7c3cf26e11fcaf296dfc8807c01073,0.00075,0,2300,36,1,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0xd29441d6460b01f49dca8483e969594331e0591c,0.00525,0,2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990984,12990984,0x3b5a954a796904c962f330bbb5e00d267e8235cb9660a1d3c41f0186e6298f29,37,1628512799,0xa3bb8cfe7ac85bb79bd26c0cac5d239b190f66824446da4bafdfda0993d545f1,0.00084,523,0x4de40bf02bf49caeed6f96e5310d97be7cff542d,0x85d1419f709613d5ef3d65575c36e3f59b61a04c,3,,40000000000,21000,0.017,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990984,12990984,0x3b5a954a796904c962f330bbb5e00d267e8235cb9660a1d3c41f0186e6298f29,38,1628512799,0x733b8969673bebc146ae063223b47a939147f07926b706842603943792cfa2e4,0.01067588,523,0x78ac091fc36d97ec7fc60352827b4a79641475dc,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,3416,1,40000000000,284250,0,266897,38,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,18,0x6fe8838f32a67776696703f80c2a9183da78f921,0x78ac091fc36d97ec7fc60352827b4a79641475dc,35000000000000000,38,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,18,0x78ac091fc36d97ec7fc60352827b4a79641475dc,0x5b3256965e7c3cf26e11fcaf296dfc8807c01073,3500000000000000,,,,,,,,,,,,,,,,38,0x5e34dacda29837f2f220d3d1aeaaabd1edca5bd1,0x5e34dacda29837f2f220d3d1aeaaabd1edca5bd1,SPOOK,0,0x5e34dacda29837f2f220d3d1aeaaabd1edca5bd1,Spookies,SPOOK,0,0x78ac091fc36d97ec7fc60352827b4a79641475dc,0x6fe8838f32a67776696703f80c2a9183da78f921,3001,,,,,,,,,,,,,,,,,,,,,,,,,,,RC721,1,,,,,,,,,,,,,,,,,,
tx,ETH,12990984,12990984,0x3b5a954a796904c962f330bbb5e00d267e8235cb9660a1d3c41f0186e6298f29,39,1628512799,0x1fb935dd57569bc1c1cfb88b54fe3e7091fed96ff5a19e9063a24a5a735af58f,0.00084,523,0x26352d20e6a05e04a1ecc75d4a43ae9989272621,0xb026a3af285efdb6fe7ea4b3409ad7ab70e6881f,187528,,40000000000,90000,0.08765064,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990984,12990984,0x3b5a954a796904c962f330bbb5e00d267e8235cb9660a1d3c41f0186e6298f29,4,1628512799,0x1394b2839e4ce21e49c910191aa73c346c0e167d51b677d8ce46dcaf692f36ca,0.005546112,523,0x03cf2fd02edcf3875f7d59328efc87c00f3da244,0x63c880aab2e8aad1a571d38a70a79b6c4729c468,139754,1,66000000000,150000,0,84032,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,0x63c880aab2e8aad1a571d38a70a79b6c4729c468,0x4eb8c780e86f9f4a5094760788ab5226279d2943,0.002946,0,45860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990984,12990984,0x3b5a954a796904c962f330bbb5e00d267e8235cb9660a1d3c41f0186e6298f29,40,1628512799,0x972c4fb78e91b9fbb7738a7a0c730535bc61e85281ffa93e785c660c582c4217,0.000836254763211,523,0x45c99895206c99fb480419fa3d6f6d088566354a,0x2b9a95c4f3924465fdbcded0a79cbd879830a04f,2,,39821655391,21000,1.5,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990984,12990984,0x3b5a954a796904c962f330bbb5e00d267e8235cb9660a1d3c41f0186e6298f29,41,1628512799,0xb18082af59de03fda2ad5ffd71f57ae2126ae4e913babad75c3d388ebbe825a3,0.00125492553323968,523,0xeb1ea45bc54c0486d6c1354711d09b5d158c35e1,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,1,1,39060182185,144000,0,32128,41,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,MATIC,18,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,Matic Token,MATIC,18,0xeb1ea45bc54c0486d6c1354711d09b5d158c35e1,0x0cce80183f1252aaf780fb5237d17c0ebe911866,2415528300000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990984,12990984,0x3b5a954a796904c962f330bbb5e00d267e8235cb9660a1d3c41f0186e6298f29,42,1628512799,0x4c3331741d9727a88f122683d95b63d646b20203609f48b74b4caf0672058274,0.006753864,523,0xed3a328e1185b6c282ac9d6f5bf872d61cc27419,0x881d40237659c251811cec9c364ef91dc08d300c,28,1,39000000000,224631,0.04,173176,42,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,18,0x11111112542d85b3ef69ae05771c2dccff4faa26,0x0c365789dbbb94a29f8720dc465554c587e897db,39650000000000000,42,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,AXS,18,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,Axie Infinity Shard,AXS,18,0x0c365789dbbb94a29f8720dc465554c587e897db,0x74de5d4fcbf63e00296fd95d33236b9794016631,2807017478270428952,42,1,1,0x881d40237659c251811cec9c364ef91dc08d300c,0x74de5d4fcbf63e00296fd95d33236b9794016631,0.04,150037,172304,42,1,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x11111112542d85b3ef69ae05771c2dccff4faa26,0.03965,96128,151254,42,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,AXS,18,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,Axie Infinity Shard,AXS,18,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xed3a328e1185b6c282ac9d6f5bf872d61cc27419,2807017478270428952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,42,1,1,0x11111112542d85b3ef69ae05771c2dccff4faa26,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.03965,6874,139058,42,1,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,0.00035,0,47015,,
tx,ETH,12990984,12990984,0x3b5a954a796904c962f330bbb5e00d267e8235cb9660a1d3c41f0186e6298f29,43,1628512799,0x956e069b73c0224ca83e91557c58bfd8b3ad1affb76d8fddd24fd2c5b227d80e,0.001702272,523,0x8db612373e0c861c00cf8fac890772d89bc34048,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,3,1,39000000000,43648,0,43648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Out of gas,Err status 0x0,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990984,12990984,0x3b5a954a796904c962f330bbb5e00d267e8235cb9660a1d3c41f0186e6298f29,44,1628512799,0x5b78ef36d7c9be14a104e0f466db4aef551d02dde2b146b7220cf2958b81df2f,0.002437705644362084,523,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0xdac17f958d2ee523a2206206994597c13d831ec7,1812853,1,38565799876,250000,0,63209,44,0xdac17f958d2ee523a2206206994597c13d831ec7,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,6,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USD,USDT,6,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0xeb9304472a3c23ef98ebc925d5376615e789e560,599714335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990984,12990984,0x3b5a954a796904c962f330bbb5e00d267e8235cb9660a1d3c41f0186e6298f29,45,1628512799,0x76a3afc865f28d76380cc65b48ba4f93cfe7b465504e13efd86e5a0323696688,0.008289040449999936,523,0x8613017807c38bb4134628d2d4bb7a6ab043c48a,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,598,1,38509256532,236935,0.75,215248,45,0x65ba44b4bf75850748e4002347fb67944ad7840d,0x65ba44b4bf75850748e4002347fb67944ad7840d,VA,0,0x65ba44b4bf75850748e4002347fb67944ad7840d,Void Attractors,VA,0,0x61942a05183b7671c82204e47ba4e7fa961e2d81,0x8613017807c38bb4134628d2d4bb7a6ab043c48a,149,,,,,,,,,,,,,45,1,,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0x61942a05183b7671c82204e47ba4e7fa961e2d81,0.75,0,2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RC721,1
tx,ETH,12990984,12990984,0x3b5a954a796904c962f330bbb5e00d267e8235cb9660a1d3c41f0186e6298f29,46,1628512799,0xfd2487dfa4f09769f82d0e3f1a8a848d83487bd4d28267644a886a61805966b2,0.008447891133194436,523,0x261ebf1d3615c65cb80392970c837376913f1178,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,663,1,38509256532,231406,0.94,219373,46,0xbd3531da5cf5857e7cfaa92426877b022e612cf8,0xbd3531da5cf5857e7cfaa92426877b022e612cf8,PPG,0,0xbd3531da5cf5857e7cfaa92426877b022e612cf8,PudgyPenguins,PPG,0,0x7237ddba2dee6bf4e9f1bde13373fdc68c48c525,0x261ebf1d3615c65cb80392970c837376913f1178,1653,,,,,,,,,,,,,46,1,,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0x5b3256965e7c3cf26e11fcaf296dfc8807c01073,0.0517,0,2300,46,1,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0x7237ddba2dee6bf4e9f1bde13373fdc68c48c525,0.8883,0,2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RC721,1
tx,ETH,12990984,12990984,0x3b5a954a796904c962f330bbb5e00d267e8235cb9660a1d3c41f0186e6298f29,47,1628512799,0x3e672c43c99a1eab5eee87e85db62035f53369863e1c5eba1f35fab98960ff66,0.007832079917195322,523,0x627c4110c6298955d48fbd541909dbb4b4f35be2,0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,5,1,38241270646,268189,0,204807,47,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,SLP,0,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,Smooth Love Potion,SLP,0,0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,0x627c4110c6298955d48fbd541909dbb4b4f35be2,3969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990984,12990984,0x3b5a954a796904c962f330bbb5e00d267e8235cb9660a1d3c41f0186e6298f29,48,1628512799,0x3c0a7b41d45514d959fa24affe000029aec0e4c08b7064be9d4426b18112ee03,0.001347815888012979,523,0x29ecf223b84f3c55e835971847339b763b19ea73,0xa80f2c8f61c56546001f5fc2eb8d6e4e72c45d4c,34,1,38087882217,35387,0,35387,48,0xa80f2c8f61c56546001f5fc2eb8d6e4e72c45d4c,0xa80f2c8f61c56546001f5fc2eb8d6e4e72c45d4c,UNQT,18,0xa80f2c8f61c56546001f5fc2eb8d6e4e72c45d4c,Unique Utility Token,UNQT,18,0x29ecf223b84f3c55e835971847339b763b19ea73,0xe8582bd23fe58e16e5f37ddd7d745629ee6f46cd,66670000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990984,12990984,0x3b5a954a796904c962f330bbb5e00d267e8235cb9660a1d3c41f0186e6298f29,49,1628512799,0x754740676d6ba858c33a4fa2d41f118a5f77effe165e771bf2729ed6ead8f3d3,0.002814654007809112,523,0x432dcbda06e8b296ca29705572d7cb6315ed8bed,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,5272,1,37565785012,74926,0,74926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990984,12990984,0x3b5a954a796904c962f330bbb5e00d267e8235cb9660a1d3c41f0186e6298f29,5,1628512799,0x8d6fe718c968a204119774f6b174c1220eebfc4a26d8a4fbae48c7063151c34d,0.001386,523,0x84572f91e46d883e7415838ad6f92bfb6057e3b1,0x7d1c99a22a25234bdc6a2945cfc9fa3dc8ccf8ef,24,,66000000000,21000,3.853008826779414528,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990984,12990984,0x3b5a954a796904c962f330bbb5e00d267e8235cb9660a1d3c41f0186e6298f29,6,1628512799,0xc2c1bf52d996bf033070c0f4d95b0e5acb7835247c574c86684081ec80ebf24a,0.003420912,523,0xdfd5293d8e347dfe59e90efd55b2956a1343963d,0x491604c0fdf08347dd1fa4ee062a822a5dd06b5d,896907,1,66000000000,207128,0,51832,6,0x491604c0fdf08347dd1fa4ee062a822a5dd06b5d,0x491604c0fdf08347dd1fa4ee062a822a5dd06b5d,CTSI,18,0x491604c0fdf08347dd1fa4ee062a822a5dd06b5d,Cartesi Token,CTSI,18,0xdfd5293d8e347dfe59e90efd55b2956a1343963d,0xa9af02ec70c2c2048b988edf3e06c3ee94ec1f09,23276000000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990984,12990984,0x3b5a954a796904c962f330bbb5e00d267e8235cb9660a1d3c41f0186e6298f29,7,1628512799,0x4222d6bf495563ab28a3bd8c8cb01c73912731d999154cbe464c61f390965c09,0.003775596,523,0x21a31ee1afc51d94c2efccaa2092ad1028285549,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,1023960,1,66000000000,207128,0,57206,7,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,UNI,18,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,Uniswap,UNI,18,0x21a31ee1afc51d94c2efccaa2092ad1028285549,0x0e5034243d0eb5213f4b0918139d66845aebd901,428750000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990984,12990984,0x3b5a954a796904c962f330bbb5e00d267e8235cb9660a1d3c41f0186e6298f29,8,1628512799,0x972d58de00799095a4a8271ce876442fe312d7e5fee6e977b50d3ec87862e3bc,0.001386,523,0x28c6c06298d514db089934071355e5743bf21d60,0x686949d1c917dbd3d703a95f43d16e4537adb748,1148634,,66000000000,207128,0.17209423,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990984,12990984,0x3b5a954a796904c962f330bbb5e00d267e8235cb9660a1d3c41f0186e6298f29,9,1628512799,0xc47c0ce32361fd2fb56818b8eadb095dcb68df21163bd144d0e0446b7b2288fa,0.001386,523,0x56eddb7aa87536c09ccc2793473599fd21a8b17f,0xb01cc2c0d321071c09299c0058ec0e122a9f4ceb,768024,,66000000000,207128,0.21999333,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990984,12990984,0x3b5a954a796904c962f330bbb5e00d267e8235cb9660a1d3c41f0186e6298f29,50,1628512799,0xf0026af5a051193a2e5899d1d6c42b23856ca1c69f58ed55c9a711ebb4f73f87,0.001706033071976149,526,0x46079f61b623190065bd8b1eaffdc4ad93c4b637,0xdac17f958d2ee523a2206206994597c13d831ec7,18,1,37000001561,50719,0,46109,50,0xdac17f958d2ee523a2206206994597c13d831ec7,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,6,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USD,USDT,6,0x46079f61b623190065bd8b1eaffdc4ad93c4b637,0xe283af1a440daa1ff8d9009fccf00f6110dc7e31,10162000000,,,,,,,,
tx,ETH,12990984,12990984,0x3b5a954a796904c962f330bbb5e00d267e8235cb9660a1d3c41f0186e6298f29,51,1628512799,0xedc8adf1c302a08d2670b83e666f84711d98083569a4a5427cc25b8f40fac726,0.001096495,526,0x04c07c1a0794c639b9283ee5afbc5298a244c913,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,4,1,37000000000,51652,0,29635,51,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,SLP,0,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,Smooth Love Potion,SLP,0,0x04c07c1a0794c639b9283ee5afbc5298a244c913,0xc5eda5e17676a4f862c2ebd60a89d64940fd4f8b,43064,,,,,,,,
tx,ETH,12990984,12990984,0x3b5a954a796904c962f330bbb5e00d267e8235cb9660a1d3c41f0186e6298f29,52,1628512799,0x0d8697f5ea47398fc48968a4cac6dadb8a71f397da73ae95c254037fc072a0f0,0.000777,526,0xae45a8240147e6179ec7c9f92c5a18f9a97b3fca,0x59d0eaf0aa96f16336211ee0205f120715253dd0,550496,,37000000000,21000,0.002047247,21000,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990984,12990984,0x3b5a954a796904c962f330bbb5e00d267e8235cb9660a1d3c41f0186e6298f29,53,1628512799,0xc546e3f3344866efe6592fab7597bba8e62bc33573857f6ef9f437c828f5fab4,0.00194287,526,0xd559eb2bdf862d7a82d716050d56599f03ef44e7,0x495f947276749ce646f68ac8c248420045cb7b5e,527,1,37000000000,85965,0,52510,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990984,12990984,0x3b5a954a796904c962f330bbb5e00d267e8235cb9660a1d3c41f0186e6298f29,54,1628512799,0x39761ec1f500769fcb141ed9d215af6e7db6b9d11b55051c2f64825f21c03633,0.000767881797396,526,0x74a9542244cfb066a5332bd1ac4186ac4d4c13eb,0xb9fe61ab70d287e8e1871343f339137cc393aad7,30,,36565799876,21000,0.060299229354210503,21000,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990984,12990984,0x3b5a954a796904c962f330bbb5e00d267e8235cb9660a1d3c41f0186e6298f29,55,1628512799,0xd9d4f87797bc385a16526b4e376be569be72ee571354b5c2480898e2339ff719,0.001442118581309564,526,0x52877080c567bba932cae6c8c83478c76b98943d,0x76436dcd74f018b9b6596110dafe568f7961ebdf,0,1,36565799876,59484,0.089664,39439,,,,,,,,,,,,,55,1,1,0x76436dcd74f018b9b6596110dafe568f7961ebdf,0x78e851c35326c9296485e9720d85cb3bd153b428,0.089664,2083,23357
