type,network,block_no,height,blockHash,index,time,txid,fee,confirmations,from,to,nonce,toIsContract,gasPrice,gasLimit,value,gasUsed,tokenTransfer/0/index,tokenTransfer/0/token,tokenTransfer/0/tokenAddr,tokenTransfer/0/tokenSymbol,tokenTransfer/0/tokenDecimals,tokenTransfer/0/tokenInfo/h,tokenTransfer/0/tokenInfo/f,tokenTransfer/0/tokenInfo/s,tokenTransfer/0/tokenInfo/d,tokenTransfer/0/from,tokenTransfer/0/to,tokenTransfer/0/value,tokenTransfer/1/index,tokenTransfer/1/token,tokenTransfer/1/tokenAddr,tokenTransfer/1/tokenSymbol,tokenTransfer/1/tokenDecimals,tokenTransfer/1/tokenInfo/h,tokenTransfer/1/tokenInfo/f,tokenTransfer/1/tokenInfo/s,tokenTransfer/1/tokenInfo/d,tokenTransfer/1/from,tokenTransfer/1/to,tokenTransfer/1/value,callTransfer/0/index,callTransfer/0/fromIsContract,callTransfer/0/toIsContract,callTransfer/0/from,callTransfer/0/to,callTransfer/0/value,callTransfer/0/gasUsed,callTransfer/0/gasLimit,callTransfer/1/index,callTransfer/1/fromIsContract,callTransfer/1/toIsContract,callTransfer/1/from,callTransfer/1/to,callTransfer/1/value,callTransfer/1/gasUsed,callTransfer/1/gasLimit,callTransfer/2/index,callTransfer/2/fromIsContract,callTransfer/2/toIsContract,callTransfer/2/from,callTransfer/2/to,callTransfer/2/value,callTransfer/2/gasUsed,callTransfer/2/gasLimit,traceErr,receiptErr,tokenTransfer/0/tokenInfo/c,tokenTransfer/0/valueIsNft,tokenTransfer/2/index,tokenTransfer/2/token,tokenTransfer/2/tokenAddr,tokenTransfer/2/tokenSymbol,tokenTransfer/2/tokenDecimals,tokenTransfer/2/tokenInfo/h,tokenTransfer/2/tokenInfo/f,tokenTransfer/2/tokenInfo/s,tokenTransfer/2/tokenInfo/d,tokenTransfer/2/from,tokenTransfer/2/to,tokenTransfer/2/value,tokenTransfer/3/index,tokenTransfer/3/token,tokenTransfer/3/tokenAddr,tokenTransfer/3/tokenSymbol,tokenTransfer/3/tokenDecimals,tokenTransfer/3/tokenInfo/h,tokenTransfer/3/tokenInfo/f,tokenTransfer/3/tokenInfo/s,tokenTransfer/3/tokenInfo/d,tokenTransfer/3/from,tokenTransfer/3/to,tokenTransfer/3/value
tx,ETH,12990987,12990987,0xc4767a85d4b478e7471fe7ae3746ef34f06a6f6e3a705386670b4f22e6697a4f,35,1628512863,0x1eaae97e8e73ce1644561cf4cc0f8666f23956836de4ee113724f394dd9a27f7,0.000861,609,0xfe44daeb65166846fccb3f4aa7186e36247b1c1e,0x54b9b1cc97c3da5b7a540183c28cd0d2af70494d,69224,,41000000000,21000,0.0022,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990987,12990987,0xc4767a85d4b478e7471fe7ae3746ef34f06a6f6e3a705386670b4f22e6697a4f,36,1628512863,0x28ad18e5dc0ad2132ef81cc15c67c1177d8e7826df5aa68b3a5077a1f8c2eefa,0.002690133,609,0x503828976d22510aad0201ac7ec88293211d23da,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,458038,1,41000000000,250000,0,65613,36,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,6,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USD Coin,USDC,6,0x503828976d22510aad0201ac7ec88293211d23da,0x04cd0c953faf9c7d7125082856f0dc3bb2949acc,500000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990987,12990987,0xc4767a85d4b478e7471fe7ae3746ef34f06a6f6e3a705386670b4f22e6697a4f,37,1628512863,0x27d24f689ccaee829a6f4a0f6a7b79900699ff4aebf660ffd1a1ec3c270034b2,0.002345938,609,0xb739d0895772dbb71a89a3754a160269068f0d45,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,83924,1,41000000000,250000,0,57218,37,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,UNI,18,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,Uniswap,UNI,18,0xb739d0895772dbb71a89a3754a160269068f0d45,0xfde03bbcb578bed4709966a7d78e723334bd93ac,18532639320000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990987,12990987,0xc4767a85d4b478e7471fe7ae3746ef34f06a6f6e3a705386670b4f22e6697a4f,38,1628512863,0x911bc29e565c20aabaae38147a936a3a0a7c1b577b87f1c63a1abb187d1054fc,0.00252788,609,0xc4d300019f587145cfd9b42875073b3ad4bb0296,0xdac17f958d2ee523a2206206994597c13d831ec7,24796,1,40000000000,73197,0,63197,38,0xdac17f958d2ee523a2206206994597c13d831ec7,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,6,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USD,USDT,6,0xc4d300019f587145cfd9b42875073b3ad4bb0296,0x0fc1ee4dc663fa671367aa0b07366392fa6200b3,12600000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990987,12990987,0xc4767a85d4b478e7471fe7ae3746ef34f06a6f6e3a705386670b4f22e6697a4f,39,1628512863,0x7c60326ef010e258bafcf0ef41b5de44f63608d8e55a693195e1c703b459c7bd,0.00655016,609,0x93b5c773d059ab62d68f8cdee0c9f072488d6827,0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,709,1,40000000000,215887,1,163754,,,,,,,,,,,,,,,,,,,,,,,,,39,1,1,0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,6874,163750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990987,12990987,0xc4767a85d4b478e7471fe7ae3746ef34f06a6f6e3a705386670b4f22e6697a4f,4,1628512863,0x64d8e820395b402e6951b4f27365c3667d7e9f80a36f80467d77be01b9ab6265,0.000783301610469,609,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0x2b91b4f5dc2c31d478ab21c1f7c2b4364efa05e0,36640491,,37300076689,250000,0.008812969615406158,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990987,12990987,0xc4767a85d4b478e7471fe7ae3746ef34f06a6f6e3a705386670b4f22e6697a4f,40,1628512863,0xf1fe828ec4233b1a1c666d424fab7c3107737635c86b3310c938b39fe67ad87e,0.00996748,609,0x359c6eebff91d931879a39d45848e36c29f68a36,0xe592427a0aece92de3edee1f18e0157c05861564,905,1,40000000000,375548,0,249187,40,0x6b175474e89094c44da98b954eedeac495271d0f,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,18,0x6b175474e89094c44da98b954eedeac495271d0f,Dai Stablecoin,DAI,18,0x6c6bc977e13df9b0de53b251522280bb72383700,0xe592427a0aece92de3edee1f18e0157c05861564,3993898672212953900421,40,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,6,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USD Coin,USDC,6,0x359c6eebff91d931879a39d45848e36c29f68a36,0x6c6bc977e13df9b0de53b251522280bb72383700,3998277807,40,1,1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xe592427a0aece92de3edee1f18e0157c05861564,1.279792818681469454,83,2300,40,1,,0xe592427a0aece92de3edee1f18e0157c05861564,0x359c6eebff91d931879a39d45848e36c29f68a36,1.279792818681469454,0,63251,,,,,,,,,,,,,40,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,18,0x60594a405d53811d3bc4766596efd80fd545a270,0xe592427a0aece92de3edee1f18e0157c05861564,1279792818681469454,40,0x6b175474e89094c44da98b954eedeac495271d0f,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,18,0x6b175474e89094c44da98b954eedeac495271d0f,Dai Stablecoin,DAI,18,0xe592427a0aece92de3edee1f18e0157c05861564,0x60594a405d53811d3bc4766596efd80fd545a270,3993898672212953900421
tx,ETH,12990987,12990987,0xc4767a85d4b478e7471fe7ae3746ef34f06a6f6e3a705386670b4f22e6697a4f,41,1628512863,0x2a8336e3a803d73818e54eb706699e1d073e979a1d7e38d8754a0779dc1455ad,0.00083036131164,609,0x49b21bdfa30333858956342f4028ce72e37eb851,0xf24864690a4d68fe2033b3a0eaadcfea999d99ed,921028,,39541014840,100000,0.05352,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990987,12990987,0xc4767a85d4b478e7471fe7ae3746ef34f06a6f6e3a705386670b4f22e6697a4f,42,1628512863,0x18ac05a3f5d5f2ad2bfcfeab2829bd6f507e6998e2eba1ca00617d92c67109bc,0.000804301610469,609,0x00192fb10df37c9fb26829eb2cc623cd1bf599e8,0xd691a50196cb7a279122493fdb54ecf6b5783d57,3051763,,38300076689,21000,0.064179172,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990987,12990987,0xc4767a85d4b478e7471fe7ae3746ef34f06a6f6e3a705386670b4f22e6697a4f,5,1628512863,0x96c74cee426581e7f28a0d805fd68886431fcf5b2702c57e320f2912b982944b,0.004722756159798102,609,0x029f388ac4d5c8bff490550ce0853221030e822b,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,117899,1,92795931933,673419,0,50894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990987,12990987,0xc4767a85d4b478e7471fe7ae3746ef34f06a6f6e3a705386670b4f22e6697a4f,6,1628512863,0xc8307783c50afe325e258ed7c05d7787b91ec33e65bc53937517b9d427fc3e2f,0.00445136753652416,609,0x000223f245958443c59eaa9e867799b996d357f0,0x4d246be90c2f36730bb853ad41d0a189061192d3,4777,1,90622303268,750000,0,49120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990987,12990987,0xc4767a85d4b478e7471fe7ae3746ef34f06a6f6e3a705386670b4f22e6697a4f,7,1628512863,0x1b7a590044243984662253a5519c46705e3101894128c9dcacce3c5fdf66b6db,0.003763906743933112,609,0x1f6b844b0f7b60429a8adbdfed2a7a9996bc8d65,0x4d246be90c2f36730bb853ad41d0a189061192d3,54053,1,90622303268,750000,0,41534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990987,12990987,0xc4767a85d4b478e7471fe7ae3746ef34f06a6f6e3a705386670b4f22e6697a4f,8,1628512863,0x1a553023a3236a486969b4cd516d1910edec807b62a2bfdd5b1e5c8c8670ebd7,0.0018018,609,0xc098b2a3aa256d2140208c3de6543aaef5cd3a94,0xbac4fe2dfb17efb18a4b1a92d72bbcc95a4baab0,436132,,85800000000,63000,0.59208,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990987,12990987,0xc4767a85d4b478e7471fe7ae3746ef34f06a6f6e3a705386670b4f22e6697a4f,9,1628512863,0x4ac218475a7c4705fd8295fdaa7d3925891e694b5b8f7b98dd790c466f7a0189,0.00293271,609,0x6f7c705e92e444b1d779b6e403eb020534ddd266,0x4fabb145d64652a948d72533023f6e7a623c7c53,36,1,66000000000,49516,0,44435,9,0x4fabb145d64652a948d72533023f6e7a623c7c53,0x4fabb145d64652a948d72533023f6e7a623c7c53,BUSD,18,0x4fabb145d64652a948d72533023f6e7a623c7c53,Binance USD,BUSD,18,0x6f7c705e92e444b1d779b6e403eb020534ddd266,0x45225d3536ac02928f16071ab05066bce95c2cd5,16155920000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
