type,network,block_no,height,blockHash,index,time,txid,fee,confirmations,from,to,nonce,toIsContract,gasPrice,gasLimit,value,gasUsed,tokenTransfer/0/index,tokenTransfer/0/token,tokenTransfer/0/tokenAddr,tokenTransfer/0/tokenSymbol,tokenTransfer/0/tokenDecimals,tokenTransfer/0/tokenInfo/h,tokenTransfer/0/tokenInfo/f,tokenTransfer/0/tokenInfo/s,tokenTransfer/0/tokenInfo/d,tokenTransfer/0/from,tokenTransfer/0/to,tokenTransfer/0/value,tokenTransfer/1/index,tokenTransfer/1/token,tokenTransfer/1/tokenAddr,tokenTransfer/1/tokenSymbol,tokenTransfer/1/tokenDecimals,tokenTransfer/1/tokenInfo/h,tokenTransfer/1/tokenInfo/f,tokenTransfer/1/tokenInfo/s,tokenTransfer/1/tokenInfo/d,tokenTransfer/1/from,tokenTransfer/1/to,tokenTransfer/1/value,callTransfer/0/index,callTransfer/0/fromIsContract,callTransfer/0/from,callTransfer/0/to,callTransfer/0/value,callTransfer/0/gasUsed,callTransfer/0/gasLimit,callTransfer/1/index,callTransfer/1/fromIsContract,callTransfer/1/from,callTransfer/1/to,callTransfer/1/value,callTransfer/1/gasUsed,callTransfer/1/gasLimit,tokenTransfer/0/tokenInfo/c,tokenTransfer/0/valueIsNft,callTransfer/0/toIsContract,callTransfer/1/toIsContract,callTransfer/2/index,callTransfer/2/fromIsContract,callTransfer/2/toIsContract,callTransfer/2/from,callTransfer/2/to,callTransfer/2/value,callTransfer/2/gasUsed,callTransfer/2/gasLimit,callTransfer/3/index,callTransfer/3/fromIsContract,callTransfer/3/from,callTransfer/3/to,callTransfer/3/value,callTransfer/3/gasUsed,callTransfer/3/gasLimit,tokenTransfer/2/index,tokenTransfer/2/token,tokenTransfer/2/tokenAddr,tokenTransfer/2/tokenSymbol,tokenTransfer/2/tokenDecimals,tokenTransfer/2/tokenInfo/h,tokenTransfer/2/tokenInfo/f,tokenTransfer/2/tokenInfo/s,tokenTransfer/2/tokenInfo/d,tokenTransfer/2/from,tokenTransfer/2/to,tokenTransfer/2/value,tokenTransfer/3/index,tokenTransfer/3/token,tokenTransfer/3/tokenAddr,tokenTransfer/3/tokenSymbol,tokenTransfer/3/tokenDecimals,tokenTransfer/3/tokenInfo/h,tokenTransfer/3/tokenInfo/f,tokenTransfer/3/tokenInfo/s,tokenTransfer/3/tokenInfo/d,tokenTransfer/3/from,tokenTransfer/3/to,tokenTransfer/3/value,traceErr,receiptErr,callTransfer/0/traceErr,callTransfer/1/traceErr,tokenTransfer/4/index,tokenTransfer/4/token,tokenTransfer/4/tokenAddr,tokenTransfer/4/tokenSymbol,tokenTransfer/4/tokenDecimals,tokenTransfer/4/tokenInfo/h,tokenTransfer/4/tokenInfo/f,tokenTransfer/4/tokenInfo/s,tokenTransfer/4/tokenInfo/d,tokenTransfer/4/from,tokenTransfer/4/to,tokenTransfer/4/value,tokenTransfer/5/index,tokenTransfer/5/token,tokenTransfer/5/tokenAddr,tokenTransfer/5/tokenSymbol,tokenTransfer/5/tokenDecimals,tokenTransfer/5/tokenInfo/h,tokenTransfer/5/tokenInfo/f,tokenTransfer/5/tokenInfo/s,tokenTransfer/5/tokenInfo/d,tokenTransfer/5/from,tokenTransfer/5/to,tokenTransfer/5/value,tokenTransfer/6/index,tokenTransfer/6/token,tokenTransfer/6/tokenAddr,tokenTransfer/6/tokenSymbol,tokenTransfer/6/tokenDecimals,tokenTransfer/6/tokenInfo/h,tokenTransfer/6/tokenInfo/f,tokenTransfer/6/tokenInfo/s,tokenTransfer/6/tokenInfo/d,tokenTransfer/6/from,tokenTransfer/6/to,tokenTransfer/6/value
tx,ETH,12990986,12990986,0x0f21273ab12ef93871cb79d6f02b7096c3d54222b6c01ccad9795388989a50cb,61,1628512860,0x452e2fe2d0a1276995195c177ed6aa243a45b59380bf82b12b8a35ae257cad25,0.0068461184,590,0x85ac3038ba3600d88626a5abf80113be048e1e30,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,229,1,35200000000,262891,0.259497783769833228,194492,61,1,1,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.199613679822948637,23974,218512,61,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,18,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xcb1a16bfb8fc536d7ab9ab9c17e3239cad505928,199613679822948637,61,1,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x85ac3038ba3600d88626a5abf80113be048e1e30,0.059884103946884591,0,45431,61,0xbe0c826f17680d8da620855be89dd6544c034ca1,0xbe0c826f17680d8da620855be89dd6544c034ca1,BANKETH,18,0xbe0c826f17680d8da620855be89dd6544c034ca1,BankEth,BANKETH,18,0xcb1a16bfb8fc536d7ab9ab9c17e3239cad505928,0xbe0c826f17680d8da620855be89dd6544c034ca1,4510000000000000000000,61,0xbe0c826f17680d8da620855be89dd6544c034ca1,0xbe0c826f17680d8da620855be89dd6544c034ca1,BANKETH,18,0xbe0c826f17680d8da620855be89dd6544c034ca1,BankEth,BANKETH,18,0xcb1a16bfb8fc536d7ab9ab9c17e3239cad505928,0x85ac3038ba3600d88626a5abf80113be048e1e30,36490000000000000000000,61,0x340acf0e012a196feccbfa065f5b43748d8f779f,0x340acf0e012a196feccbfa065f5b43748d8f779f,BankEth_Dividend_Tracker,18,0x340acf0e012a196feccbfa065f5b43748d8f779f,BankEth_Dividend_Tracker,BankEth_Dividend_Tracker,18,0x0000000000000000000000000000000000000000,0x85ac3038ba3600d88626a5abf80113be048e1e30,36490000000000000000000,,,,
tx,ETH,12990986,12990986,0x0f21273ab12ef93871cb79d6f02b7096c3d54222b6c01ccad9795388989a50cb,62,1628512860,0x981b95b3b28867739f6b85406f5a2a1f61152b44e09d5e889c75c766533cae3d,0.0016611936,590,0x7a456ef03971876c765a3e460ecba547cd0ee228,0x37fe0f067fa808ffbdd12891c0858532cfe7361d,209,1,35200000000,51912,0,47193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990986,12990986,0x0f21273ab12ef93871cb79d6f02b7096c3d54222b6c01ccad9795388989a50cb,63,1628512860,0xa241983b1946bb4c8b20aaa9d5900ff83cded306b4c6461a166c847ba539e9dc,0.0063857024,590,0x7892fc5e981d03193a52b1e7f17c564b2b346a38,0xe592427a0aece92de3edee1f18e0157c05861564,654,1,35200000000,239487,0,181412,,,,,,,,,63,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,18,0x60594a405d53811d3bc4766596efd80fd545a270,0xe592427a0aece92de3edee1f18e0157c05861564,320544425157807866,,,,,,,,63,0x6b175474e89094c44da98b954eedeac495271d0f,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,18,0x6b175474e89094c44da98b954eedeac495271d0f,Dai Stablecoin,DAI,18,0x7892fc5e981d03193a52b1e7f17c564b2b346a38,0x60594a405d53811d3bc4766596efd80fd545a270,1000000000000000000000,63,0xecd20f0ebc3da5e514b4454e3dc396e7da18ca6a,0xecd20f0ebc3da5e514b4454e3dc396e7da18ca6a,CUDL,18,0xecd20f0ebc3da5e514b4454e3dc396e7da18ca6a,CUDL,CUDL,18,0x2cd893992630d38d30c6d38be8a39f677fcef31f,0x7892fc5e981d03193a52b1e7f17c564b2b346a38,51212206313931685668,63,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,18,0xe592427a0aece92de3edee1f18e0157c05861564,0x2cd893992630d38d30c6d38be8a39f677fcef31f,320544425157807866,,,,
tx,ETH,12990986,12990986,0x0f21273ab12ef93871cb79d6f02b7096c3d54222b6c01ccad9795388989a50cb,64,1628512860,0x4c11f58fb773c937e3f5778f1b82ae3cc4d2a7e5c6874dd16173ea402b0c6412,0.004169792,590,0x28a47fc09cad1af4b08bfec9f70371d26f50a516,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,3,1,35200000000,171650,0,118460,64,1,1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0.5,83,2300,64,0xac3211a5025414af2866ff09c23fc18bc97e79b1,0xac3211a5025414af2866ff09c23fc18bc97e79b1,DOV,18,0xac3211a5025414af2866ff09c23fc18bc97e79b1,DOVU,DOV,18,0x28a47fc09cad1af4b08bfec9f70371d26f50a516,0x610382c1968aa065a662e34e5a258cc64048324f,68322576281399138759976,64,1,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x28a47fc09cad1af4b08bfec9f70371d26f50a516,0.5,0,30461,64,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,18,0x610382c1968aa065a662e34e5a258cc64048324f,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,500000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990986,12990986,0x0f21273ab12ef93871cb79d6f02b7096c3d54222b6c01ccad9795388989a50cb,65,1628512860,0xfcef131d4f9434e66af25bd8670218ffbdbb41014accc85c8650f8f148cbb008,0.0041874976,590,0xc0804b0b238c444b6f2a25a614b2652eb5593332,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,28,1,35200000000,173336,0.0215,118963,65,1,1,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0215,23974,130416,65,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,18,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xc75253291c312e9edd3bbeb5cc228eb50f2e2950,21500000000000000,,,,,,,,65,0x7a5ce6abd131ea6b148a022cb76fc180ae3315a6,0x7a5ce6abd131ea6b148a022cb76fc180ae3315a6,bALPHA,18,0x7a5ce6abd131ea6b148a022cb76fc180ae3315a6,bAlpha,bALPHA,18,0xc75253291c312e9edd3bbeb5cc228eb50f2e2950,0xc0804b0b238c444b6f2a25a614b2652eb5593332,2075479892277031450,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990986,12990986,0x0f21273ab12ef93871cb79d6f02b7096c3d54222b6c01ccad9795388989a50cb,66,1628512860,0xdcc5400369b3cf96275a25df7d5bfb853634b3d5ec563507e6a1b2fff8709e17,0.0007392,590,0x8fbd6271bbbf8f2e9defd4f09f33f17fd9ee083a,0xae51e86ace9c2499ab75887b96289fb8ebb3c2ba,6,,35200000000,21000,0.057276639640518731,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990986,12990986,0x0f21273ab12ef93871cb79d6f02b7096c3d54222b6c01ccad9795388989a50cb,67,1628512860,0x473044c6eb7fb265200ba414120be240eda0b60c5de3af906c1abf5199c0c3c1,0.00916255843705728,590,0xe6cfcb9c7814dd3db2e5a5033a910d36b5c5a4ce,0xa0446d8804611944f1b527ecd37d7dcbe442caba,138,1,35192963515,430000,0,260352,,,,,,,,,67,0x111111111117dc0aa78b770fa6a738034120c302,0x111111111117dc0aa78b770fa6a738034120c302,1INCH,18,0x111111111117dc0aa78b770fa6a738034120c302,1INCH Token,1INCH,18,0xa0446d8804611944f1b527ecd37d7dcbe442caba,0xe6cfcb9c7814dd3db2e5a5033a910d36b5c5a4ce,2000000000000000000,,,,,,,,67,0xa0446d8804611944f1b527ecd37d7dcbe442caba,0xa0446d8804611944f1b527ecd37d7dcbe442caba,st1INCH,18,0xa0446d8804611944f1b527ecd37d7dcbe442caba,1INCH Token (Staked),st1INCH,18,0xe6cfcb9c7814dd3db2e5a5033a910d36b5c5a4ce,0x0000000000000000000000000000000000000000,2000000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990986,12990986,0x0f21273ab12ef93871cb79d6f02b7096c3d54222b6c01ccad9795388989a50cb,68,1628512860,0x85e0e9a236d2b26b0ee806c1c4f9d3361fcdda1ba8f90d014a75e4b3026b0e68,0.00339621507,590,0x1cc7810ff0a9697068594ea0822d5672e2c6819f,0x2c8652acbaba3d398952bd291b0baf29ba6f0ae8,140,1,35010000000,97007,0,97007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Out of gas,Err status 0x0,,
tx,ETH,12990986,12990986,0x0f21273ab12ef93871cb79d6f02b7096c3d54222b6c01ccad9795388989a50cb,69,1628512860,0x282badd61458fc9660413cf887d273959445dd6122d55b1d75babf5d82316b51,0.004430265184678761,590,0xb942bde46fd3b82c4aae2271a28d7daafb576e26,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,238,1,35000001459,181387,0.118293562378902837,126579,69,1,1,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.117705037192938147,23974,138269,69,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,18,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xda3a20aad0c34fa742bd9813d45bbf67c787ae0b,117705037192938147,69,1,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xb942bde46fd3b82c4aae2271a28d7daafb576e26,0.00058852518596469,0,32052,69,0x3301ee63fb29f863f2333bd4466acb46cd8323e6,0x3301ee63fb29f863f2333bd4466acb46cd8323e6,AKITA,18,0x3301ee63fb29f863f2333bd4466acb46cd8323e6,Akita Inu,AKITA,18,0xda3a20aad0c34fa742bd9813d45bbf67c787ae0b,0xb942bde46fd3b82c4aae2271a28d7daafb576e26,240000000000000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990986,12990986,0x0f21273ab12ef93871cb79d6f02b7096c3d54222b6c01ccad9795388989a50cb,70,1628512860,0x0cfa283293a250493108d7ae6e6cebb47f9af111403e75dd206238961a0f0298,0.001613815067273031,590,0x4458dcf32f401299601d04c9f5a9c4a402edfc76,0xdac17f958d2ee523a2206206994597c13d831ec7,38,1,35000001459,50683,0,46109,,,,,,,,,70,0xdac17f958d2ee523a2206206994597c13d831ec7,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,6,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USD,USDT,6,0x4458dcf32f401299601d04c9f5a9c4a402edfc76,0x06485919b6c5654b8a2eb559d8c1489e809e3fe4,8332000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990986,12990986,0x0f21273ab12ef93871cb79d6f02b7096c3d54222b6c01ccad9795388989a50cb,71,1628512860,0xeab7ac97f5352422b040ad3df717904512666ed0bef54aba93e45a7b9fb8be43,0.001138935047477319,590,0x0734ea00afd03f6894381b4608b3ce9540369f5a,0x043c308bb8a5ae96d0093444be7f56459f1340b1,90,1,35000001459,400000,0,32541,,,,,,,,,71,0x043c308bb8a5ae96d0093444be7f56459f1340b1,0x043c308bb8a5ae96d0093444be7f56459f1340b1,SUM,18,0x043c308bb8a5ae96d0093444be7f56459f1340b1,SUM,SUM,18,0x0734ea00afd03f6894381b4608b3ce9540369f5a,0x2d177a16ced90b7a90043f0806663b7e41d596ff,1900000000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990986,12990986,0x0f21273ab12ef93871cb79d6f02b7096c3d54222b6c01ccad9795388989a50cb,72,1628512860,0xd43c243ff645febbf4edbc3bbccfaa6b3873aca520f0dbc68a371148d5b8887d,0.001613815067273031,590,0x63cfde74111d4bc62d09262c8ea19cba3566ef7e,0xdac17f958d2ee523a2206206994597c13d831ec7,20,1,35000001459,50719,0,46109,,,,,,,,,72,0xdac17f958d2ee523a2206206994597c13d831ec7,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,6,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USD,USDT,6,0x63cfde74111d4bc62d09262c8ea19cba3566ef7e,0x94e81ef24bc4dae3155b50e80c80489ee4df6d9b,15000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990986,12990986,0x0f21273ab12ef93871cb79d6f02b7096c3d54222b6c01ccad9795388989a50cb,73,1628512860,0x5369b130cd7195ae0b1fabb9ad66639b3d902baf9fceab62f8c9c08293a89664,0.001613815067273031,590,0x611a657cde85e630153123b852c34245e979637d,0xdac17f958d2ee523a2206206994597c13d831ec7,945,1,35000001459,50719,0,46109,,,,,,,,,73,0xdac17f958d2ee523a2206206994597c13d831ec7,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,6,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USD,USDT,6,0x611a657cde85e630153123b852c34245e979637d,0x490a7460017163dce366ad785f66ddd7d56faf5b,4456000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990986,12990986,0x0f21273ab12ef93871cb79d6f02b7096c3d54222b6c01ccad9795388989a50cb,74,1628512860,0x42163379f79aea43f0420335876de340c911824746fe9e66c16cf81cbe9f2b4a,0.000735000030639,590,0x34e57688443bfc9a51e0d96934ecc3487d82a4e9,0x82947734553e54cec3f8144076385bc066349597,15,,35000001459,21000,1,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990986,12990986,0x0f21273ab12ef93871cb79d6f02b7096c3d54222b6c01ccad9795388989a50cb,75,1628512860,0xc260a5a01c513f594c6d1a7b4dfefb6b1ee3931f75df68e19933cb890eb26111,0.002212315092221931,590,0xa872154af1942048b186c0fc6d9126259020eaea,0xdac17f958d2ee523a2206206994597c13d831ec7,793,1,35000001459,69529,0,63209,,,,,,,,,75,0xdac17f958d2ee523a2206206994597c13d831ec7,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,6,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USD,USDT,6,0xa872154af1942048b186c0fc6d9126259020eaea,0x05a2c3085544a4744e438c42e01eb2065a395076,29900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990986,12990986,0x0f21273ab12ef93871cb79d6f02b7096c3d54222b6c01ccad9795388989a50cb,76,1628512860,0xbea5e237b5ac8f1b0133c550c2b6ffb70a9ea89906833dd468f99961669bfc06,0.002212315092221931,590,0xcd8fe46436212d9c21fdf035e9c706f3e56e00e0,0xdac17f958d2ee523a2206206994597c13d831ec7,85,1,35000001459,80000,0,63209,,,,,,,,,76,0xdac17f958d2ee523a2206206994597c13d831ec7,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,6,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USD,USDT,6,0xcd8fe46436212d9c21fdf035e9c706f3e56e00e0,0xaf4a4bcd9f257bbeab761d0d9b8192ebfb0211cd,1115090000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990986,12990986,0x0f21273ab12ef93871cb79d6f02b7096c3d54222b6c01ccad9795388989a50cb,77,1628512860,0x96090954c3c82396b9dea42b05e3aa9e7aae3f1b7114d1d13ac39811272afc53,0.001614235067290539,590,0xd1c208acff6f90650b5e9f0a174271c27d3aa85f,0xdac17f958d2ee523a2206206994597c13d831ec7,19,1,35000001459,50733,0,46121,,,,,,,,,77,0xdac17f958d2ee523a2206206994597c13d831ec7,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,6,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USD,USDT,6,0xd1c208acff6f90650b5e9f0a174271c27d3aa85f,0x1f2aa8a8b8c7115b56dc2f37d409474264286f95,33841000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990986,12990986,0x0f21273ab12ef93871cb79d6f02b7096c3d54222b6c01ccad9795388989a50cb,78,1628512860,0x2dee8d58d35d9007223450e9f77b21f671f8876d6b5dee30a9ac0d23429898a3,0.000735000030639,590,0x3175a046e4e0bc5c54388c51f79e96381f648080,0xefd52b238d4a38df5a31e66ca928e13bb8dccada,55,,35000001459,21000,0.012,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990986,12990986,0x0f21273ab12ef93871cb79d6f02b7096c3d54222b6c01ccad9795388989a50cb,79,1628512860,0x2cea9586f4c8dbf6093eed1ad86b6ed527b0412fd9686232a999524027f29b85,0.00379428,590,0xc07d6d1c52fcd9a5324c3fca56c3c46f36f4b3d7,0x11111112542d85b3ef69ae05771c2dccff4faa26,1090,1,35000000000,146146,0,108408,79,1,1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x11111112542d85b3ef69ae05771c2dccff4faa26,2.185654119524654226,79,2300,79,0xd533a949740bb3306d119cc777fa900ba034cd52,0xd533a949740bb3306d119cc777fa900ba034cd52,CRV,18,0xd533a949740bb3306d119cc777fa900ba034cd52,Curve DAO Token,CRV,18,0xc07d6d1c52fcd9a5324c3fca56c3c46f36f4b3d7,0x3da1313ae46132a397d90d95b1424a9a7e3e0fce,3673108300000000000000,79,1,0x11111112542d85b3ef69ae05771c2dccff4faa26,0xc07d6d1c52fcd9a5324c3fca56c3c46f36f4b3d7,2.185654119524654226,0,31832,79,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,18,0x3da1313ae46132a397d90d95b1424a9a7e3e0fce,0x11111112542d85b3ef69ae05771c2dccff4faa26,2185654119524654226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990986,12990986,0x0f21273ab12ef93871cb79d6f02b7096c3d54222b6c01ccad9795388989a50cb,80,1628512860,0xf0c547137bf4be233459b37175514f1244d7a423585b2bbbaf1654288f490172,0.001635725,590,0x6e916bb85ab4934472e560925641893e33aee585,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,4,1,35000000000,77302,0,46735,,,,,,,,,80,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,SLP,0,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,Smooth Love Potion,SLP,0,0x6e916bb85ab4934472e560925641893e33aee585,0x54c71ee012385cb6c6e6ebc95c5f8a42fc4e7ba1,2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990986,12990986,0x0f21273ab12ef93871cb79d6f02b7096c3d54222b6c01ccad9795388989a50cb,81,1628512860,0xb5a897a6f1ad2c671ce471b641f3b6385c0fa4b0554b9ad0adc44fb8e24dc12e,0.004491235,590,0xd8695df334be0a8b292be0af1f1ef89b315b8837,0xe592427a0aece92de3edee1f18e0157c05861564,8,1,35000000000,177722,0,128321,81,1,1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xe592427a0aece92de3edee1f18e0157c05861564,7.080221005133963639,83,2300,81,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,18,0x4fde70fdadfdb82295efacef32c48328f830ab75,0xe592427a0aece92de3edee1f18e0157c05861564,7080221005133963639,81,1,0xe592427a0aece92de3edee1f18e0157c05861564,0xd8695df334be0a8b292be0af1f1ef89b315b8837,7.080221005133963639,0,24824,81,0xa80f2c8f61c56546001f5fc2eb8d6e4e72c45d4c,0xa80f2c8f61c56546001f5fc2eb8d6e4e72c45d4c,UNQT,18,0xa80f2c8f61c56546001f5fc2eb8d6e4e72c45d4c,Unique Utility Token,UNQT,18,0xd8695df334be0a8b292be0af1f1ef89b315b8837,0x4fde70fdadfdb82295efacef32c48328f830ab75,3456638273524100750935,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990986,12990986,0x0f21273ab12ef93871cb79d6f02b7096c3d54222b6c01ccad9795388989a50cb,82,1628512860,0x9bf7d39b76944e1359740a35f5697fabd94eb8fddb0ce60e71d5a4d8cc2b4c29,0.00415401,590,0x003ad62640166ecc2be5ff8ec8fd910c26fd80e2,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,113,1,35000000000,149118,0,118686,,,,,,,,,82,0xe66b3aa360bb78468c00bebe163630269db3324f,0xe66b3aa360bb78468c00bebe163630269db3324f,MTO,18,0xe66b3aa360bb78468c00bebe163630269db3324f,Merchant Token,MTO,18,0x003ad62640166ecc2be5ff8ec8fd910c26fd80e2,0xc2f02caa6bcac59944912a1446365c4d9c16cc97,200000000000000000000,,,,,,,,82,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,18,0xc2f02caa6bcac59944912a1446365c4d9c16cc97,0x003ad62640166ecc2be5ff8ec8fd910c26fd80e2,22011415714284863,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990986,12990986,0x0f21273ab12ef93871cb79d6f02b7096c3d54222b6c01ccad9795388989a50cb,83,1628512860,0x4f9506a35ce0f073ae9324d3ec7a73910fd6928f560fbe8a13bc7afa770827ae,0.000735,590,0xe5c08a706e0123db4dedeaaa3d87c10aa85bd767,0xe5c08a706e0123db4dedeaaa3d87c10aa85bd767,10,,35000000000,21000,0,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990986,12990986,0x0f21273ab12ef93871cb79d6f02b7096c3d54222b6c01ccad9795388989a50cb,84,1628512860,0x0258c9069ee689644cde256bb90074c4e2f3d10a631f99dd0cdc1ba5172c318f,0.001205225,590,0x1eee35de0adb06f705877c13003381e97b872737,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,5,1,35000000000,51652,0,34435,,,,,,,,,84,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,SLP,0,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,Smooth Love Potion,SLP,0,0x1eee35de0adb06f705877c13003381e97b872737,0x0dc011fa07d04b63cbc2667482dca5a295a62385,7300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
